Reference Number,Stimulus,Exam,Question Pool,Tags,Option 1,Option 2,Option 3,Option 4,Correct Answer,ImageFileName,TagsToSyllabus,Section,Topic,Tag
2025-Full3944,"In a double conversion super-heterodyne receiver, to which part of the circuit would you normally connect the BFO?",2025 Full V1.6b,2025 Full V1.6b - Transmitters and Receivers,A3I_1,The second mixer,The local oscillator,The IF amp,The demodulator,D,,3I1,Transmitters and receivers,Superheterodyne concepts,ATR_7
2025-Full505,A double superhet receiver designed to receive and demodulate SSB is likely to contain,2025 Full V1.6b,2025 Full V1.6b - Transmitters and Receivers,A3I_1,one mixer and two product detectors,two IF amplifier sections and two ratio detectors,one IF amplifier section and one ratio detector,two mixers and one product detector,D,,3I1,Transmitters and receivers,Superheterodyne concepts,ATR_7
2025-Full3425,To what frequency should the local oscillator 'X' be set to ensure successful operation?,2025 Full V1.6b,2025 Full V1.6b - Transmitters and Receivers,A3I_2,68.4MHz,27.3MHz,30.6MHz,70.0MHz,A,2025-Full3425.svg,3I2,Transmitters and receivers,Superheterodyne concepts,ATR_8
2025-Full3628,A superhet receiver is tuned to 1.3555 MHz. The LO could also have been operating on,2025 Full V1.6b,2025 Full V1.6b - Transmitters and Receivers,A3I_2,2.285 MHz,approximately 470 kHz,1.820 MHz,2.710 MHz,A,2025-Full3628.svg,3I2,Transmitters and receivers,Superheterodyne concepts,ATR_8
2025-Full3686,A superhet receiver is set to receive 1.820 MHz and the LO is running at a frequency of 1.355 MHz. An alternative frequency for the LO is,2025 Full V1.6b,2025 Full V1.6b - Transmitters and Receivers,A3I_2,2.710 MHz,1.820 MHz,2.285 MHz,470 kHz,C,,3I2,Transmitters and receivers,Superheterodyne concepts,ATR_8
2025-Full515,In a superhet receiver the mixer,2025 Full V1.6b,2025 Full V1.6b - Transmitters and Receivers,A3I_2,demodulates the incoming signal with the LO to produce an audio output,combines the local oscillator with the IF to produce the wanted frequency,uses the signals from the RF amplifier and local oscillator to produce the IF,modulates the IF with the signal from the audio amplifier,C,,3I2,Transmitters and receivers,Superheterodyne concepts,ATR_8
2025-Full516,The mixer combines the LO at 2MHz with the RF signal to produce an IF at 470kHz. The other principal output signal from the mixer will be on a frequency of,2025 Full V1.6b,2025 Full V1.6b - Transmitters and Receivers,A3I_2,1530kHz,2470kHz,940kHz,3530kHz,D,,3I2,Transmitters and receivers,Superheterodyne concepts,ATR_8
2025-Full517,A medium wave radio receiver to tune from 600kHz to 1600kHz and has an IF of 460kHz. The best choice of local oscillator frequency range will be,2025 Full V1.6b,2025 Full V1.6b - Transmitters and Receivers,A3I_2,460-1460kHz,1060-2060kHz,140-1140kHz,600-1600kHz,B,,3I2,Transmitters and receivers,Superheterodyne concepts,ATR_8
2025-Full512,"A receiver is being designed to receive a medium wave broadcast on 1.000MHz. The local oscillator is set to 1.465MHz. For the same IF, what other frequency could the local oscillator be set to?",2025 Full V1.6b,2025 Full V1.6b - Transmitters and Receivers,A3I_3,1000kHz,535kHz,1465kHz,465kHz,B,,3I3,Transmitters and receivers,Superheterodyne concepts,ATR_8
2025-Full513,An HF radio receiver is tuned to 1.85MHz and the IF is at 460kHz. The local oscillator will be at,2025 Full V1.6b,2025 Full V1.6b - Transmitters and Receivers,A3I_3,1390kHz or 1850kHz,1390kHz or 2310kHz,460kHz,1850kHz,B,,3I3,Transmitters and receivers,Superheterodyne concepts,ATR_8
2025-Full518,In a 14MHz superheterodyne receiver that has a 9MHz Intermediate Frequency the image frequency will be on,2025 Full V1.6b,2025 Full V1.6b - Transmitters and Receivers,A3I_3,9MHz,5MHz,32MHz,23MHz,C,,3I3,Transmitters and receivers,Superheterodyne concepts,ATR_8
2025-Full520,"A receiver tuned to the 7MHz amateur band, with a single IF of 455kHz, might suffer from second channel interference from stations around the frequency",2025 Full V1.6b,2025 Full V1.6b - Transmitters and Receivers,A3I_3,6100kHz,3500kHz,4550kHz,7455kHz,A,,3I3,Transmitters and receivers,Superheterodyne concepts,ATR_8
2025-Full524,In a superheterodyne receiver a low Intermediate Frequency is an advantage because,2025 Full V1.6b,2025 Full V1.6b - Transmitters and Receivers,A3I_3,there is less chance of local oscillator drift,the potential for second channel interference is reduced,the bandwidth of the IF filter will be wider,good adjacent channel selectivity is easily achieved,D,,3I3,Transmitters and receivers,Superheterodyne concepts,ATR_8
2025-Full531,It is desired to achieve both a good image rejection and good adjacent channel selectivity in a radio receiver. This can be done by using a,2025 Full V1.6b,2025 Full V1.6b - Transmitters and Receivers,A3I_3,high intermediate frequency followed by a low intermediate frequency,high intermediate frequency,low intermediate frequency followed by a high intermediate frequency,low intermediate frequency,A,,3I3,Transmitters and receivers,Superheterodyne concepts,ATR_8
2025-Full3629,Which curve in the drawing shows a critically-coupled response?,2025 Full V1.6b,2025 Full V1.6b - Transmitters and Receivers,A3I_4,Curve 1,Curve 3,Curve 4,Curve 2,D,2025-Full3629.svg,3I4,Transmitters and receivers,Superheterodyne concepts,ATR_8
2025-Full532,An Intermediate Frequency transformer is said to be 'critically coupled' when it uses,2025 Full V1.6b,2025 Full V1.6b - Transmitters and Receivers,A3I_4,a single tuned circuit with inductor and capacitor values designed to maximise the signal to noise ratio,a screening can which minimises the coupling of the magnetic field of the transformer to other nearby components,two tuned circuits which are coupled so as to achieve steep sides without a dip in the response curve,two tuned circuits which resonate at two different frequencies so as to optimise the coupling between them,C,,3I4,Transmitters and receivers,Superheterodyne concepts,ATR_8
2025-Full534,The selectivity of a superheterodyne receiver is determined mainly by the,2025 Full V1.6b,2025 Full V1.6b - Transmitters and Receivers,A3I_4,detector,frequency changer,audio amplifier,IF amplifier,D,,3I4,Transmitters and receivers,Superheterodyne concepts,ATR_8
2025-Full535,Reducing the gain of an IF amplifier stage by changing the bias has the side effect of causing distortion. This distortion is removed by,2025 Full V1.6b,2025 Full V1.6b - Transmitters and Receivers,A3I_4,the IF tuned circuits,a filter in the audio amplifier,resetting the biasing of the IF transistors,using DC coupling in the IF circuits,A,,3I4,Transmitters and receivers,Superheterodyne concepts,ATR_8
2025-Full536,The AGC voltage from the detector stage of a receiver varies the gain of the IF stages by,2025 Full V1.6b,2025 Full V1.6b - Transmitters and Receivers,A3I_4,varying the coupling in the IF transformers,varying the RF bias to the IF amplifier transistors,varying the DC bias to the IF amplifier transistors,off - tuning the IF by means of a variable capacitance diode,C,,3I4,Transmitters and receivers,Superheterodyne concepts,ATR_8
2025-Full537,In a typical IF amplifier the coupling between the stages is normally by means of,2025 Full V1.6b,2025 Full V1.6b - Transmitters and Receivers,A3I_4,coupling capacitors,direct biasing,tuned transformers,RF matching,C,,3I4,Transmitters and receivers,Superheterodyne concepts,ATR_8
2025-Full7641,Phase noise is likely to be significant in the output from,2025 Full V1.6b,2025 Full V1.6b - Transmitters and Receivers,A3I_5,an RC oscillator.,a crystal oscillator.,an LC oscillator.,a PLL oscillator.,D,,3I5,Transmitters and receivers,Superheterodyne concepts,ATR_8
2025-Full7643,What is the mechanism by which poor phase noise on an oscillator degrades transmitter performance?,2025 Full V1.6b,2025 Full V1.6b - Transmitters and Receivers,A3I_5,"Phase noise results in a much wider drift in frequency, reducing stability and making netting on your frequency less precise or consistent.",Phase noise is signals within a few kHz of the oscillator frequency which cause a noticeable increase in the noise floor within a few kHz of the transmission.,Phase noise degrades the performance of the sideband filter allowing your transmission to be clearly copied on the wrong sideband.,"Phase noise results in an increase in harmonics of the transmitted RF, causing interference to other amateur bands and other users.",B,,3I5,Transmitters and receivers,Superheterodyne concepts,ATR_8
2025-Full7693,The level of phase noise is normally given in units of,2025 Full V1.6b,2025 Full V1.6b - Transmitters and Receivers,A3I_5,dBi.,dBc.,dBc/Hz.,dB/Hz.,C,,3I5,Transmitters and receivers,Superheterodyne concepts,ATR_8
2025-Full7694,Phase noise is a feature often associated with,2025 Full V1.6b,2025 Full V1.6b - Transmitters and Receivers,A3I_5,an amplifier operating in class A.,an amplifier operating in class C.,an oscillator.,an AF amplifier.,C,,3I5,Transmitters and receivers,Superheterodyne concepts,ATR_8
2025-Full7797,An important effect of severe phase noise in a transmitter is,2025 Full V1.6b,2025 Full V1.6b - Transmitters and Receivers,A3I_5,increased risk of reciprocal mixing in transmitters where the signal is mixed up to the final transmitted frequency.,poor modulation characteristics of frequency or phase modulated transmissions affecting the quality of the recovered audio at the receiver.,instability in the transmitted frequency cause difficulty in tuning in data signals accurately using single sideband mode.,a rise in the noise floor in the vicinity of a transmitter several kilohertz each side of the necessary bandwidth of the transmitted signal.,D,,3I5,Transmitters and receivers,Superheterodyne concepts,ATR_8
2025-Full8031,Why does fitting an RF preamplifier to an HF receiver not necessarily result in being able to receive weaker signals?,2025 Full V1.6b,2025 Full V1.6b - Transmitters and Receivers,A3J_1,The noise introduced by the front end of an HF receiver is typically much lower than the natural RF noise.,The noise introduced by the front end of an HF receiver is normally higher than the natural RF noise.,The extra gain introduced by additional amplification reduces the dynamic range of the receiver.,"Adding an additional amplifier can upset the matching to the main receiver, introducing additional noise.",A,,3J1,Transmitters and receivers,RF amplifiers and external pre-amplifiers,ATR_9
2025-Full3626,A old UHF receiver has a quoted sensitivity on 0.32uV (Negative (-)117dBm) for 12 dB S/N. Overload is at 10mV (Negative (-)27dBm). To improve its sensitivity a pre-amplifier is inserted between the feeder and the receiver with a gain of 12dB and 8dB less internal noise. The dynamic range is,2025 Full V1.6b,2025 Full V1.6b - Transmitters and Receivers,A3J_1,increased by 8dB,equal to 90dB,about 102dB,reduced by 4dB,D,,3J1,Transmitters and receivers,RF amplifiers and external pre-amplifiers,ATR_9
2025-Full3802,It is proposed to fit a pre-amplifier to an existing receiver. Which combination is likely to show the greatest overall improvement?,2025 Full V1.6b,2025 Full V1.6b - Transmitters and Receivers,A3J_1,A pre-amplifier with a high internal noise and a receiver with a low internal noise.,A pre-amplifier with a high internal noise and a receiver with a high internal noise.,A pre-amplifier with a low internal noise and a receiver with high internal noise.,A pre-amplifier with a low internal noise and a receiver with a low internal noise.,C,,3J1,Transmitters and receivers,RF amplifiers and external pre-amplifiers,ATR_9
2025-Full7697,Locating an RF preamplifier at the antenna end of the feeder rather than the receiver end will typically improve the signal to noise ratio of weak signals by,2025 Full V1.6b,2025 Full V1.6b - Transmitters and Receivers,A3J_1,an amount equal to the loss in the main feeder.,an amount equal to twice the loss in the main feeder.,the level of gain in the RF preamplifier.,the difference between the preamplifier gain and the feeder loss.,A,,3J1,Transmitters and receivers,RF amplifiers and external pre-amplifiers,ATR_9
